,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
27698,Superlotto 6/49,12 10 2014,"16,000,000.00",0,13,41,5,28,46,11
27710,Lotto 6/42,11 10 2014,"6,000,000.00",0,34,12,4,15,33,35
27713,Grand Lotto 6/55,11 10 2014,"30,000,000.00",0,43,37,40,25,1,36
27714,Megalotto 6/45,10 10 2014,"9,000,000.00",0,28,30,6,9,24,32
27722,Superlotto 6/49,9 10 2014,"16,000,000.00",0,35,15,36,37,47,1
27728,Lotto 6/42,9 10 2014,"7,559,576.00",1,7,6,26,17,1,11
27731,Megalotto 6/45,8 10 2014,"9,000,000.00",0,40,16,17,8,6,5
27739,Grand Lotto 6/55,8 10 2014,"30,000,000.00",0,50,11,6,13,35,44
27740,Superlotto 6/49,7 10 2014,"16,000,000.00",0,9,25,2,4,30,40
27746,Lotto 6/42,7 10 2014,"6,000,000.00",0,16,14,24,35,19,25
27749,Megalotto 6/45,6 10 2014,"98,652,196.00",1,45,24,13,16,29,5
27757,Grand Lotto 6/55,6 10 2014,"30,000,000.00",0,7,16,51,18,33,22
27758,Superlotto 6/49,5 10 2014,"90,126,700.00",1,43,48,6,11,13,29
27770,Lotto 6/42,4 10 2014,"6,000,000.00",0,35,11,32,10,1,34
27773,Grand Lotto 6/55,4 10 2014,"30,000,000.00",0,27,24,42,51,23,43
27774,Megalotto 6/45,3 10 2014,"91,647,304.00",0,10,21,38,17,1,41
27782,Superlotto 6/49,2 10 2014,"83,277,884.00",0,1,43,5,48,37,15
27788,Lotto 6/42,2 10 2014,"12,391,600.00",1,40,9,36,31,21,41
27791,Megalotto 6/45,1 10 2014,"83,780,956.00",0,37,30,6,4,25,14
27799,Grand Lotto 6/55,1 10 2014,"30,000,000.00",0,53,7,27,6,38,33
27800,Superlotto 6/49,30 09 2014,"77,700,392.00",0,36,16,4,10,39,19
27806,Lotto 6/42,30 09 2014,"10,003,140.00",0,25,15,42,1,20,30
27809,Megalotto 6/45,29 09 2014,"77,590,960.00",0,3,40,31,5,21,42
27817,Grand Lotto 6/55,29 09 2014,"30,000,000.00",0,30,24,49,54,43,51
27818,Superlotto 6/49,28 09 2014,"72,260,144.00",0,26,24,42,29,6,3
27830,Lotto 6/42,27 09 2014,"7,556,444.00",0,39,41,1,31,38,25
27833,Grand Lotto 6/55,27 09 2014,"294,602,336.00",1,8,42,35,11,17,22
27834,Megalotto 6/45,26 09 2014,"71,342,432.00",0,6,2,19,43,21,42
27842,Superlotto 6/49,25 09 2014,"66,143,500.00",0,3,14,20,16,27,32
27848,Lotto 6/42,25 09 2014,"6,000,000.00",0,40,37,10,1,21,12
27851,Megalotto 6/45,24 09 2014,"64,153,308.00",0,34,15,33,40,24,6
27859,Grand Lotto 6/55,24 09 2014,"275,994,140.00",0,7,1,2,48,5,29
27860,Superlotto 6/49,23 09 2014,"60,953,852.00",0,7,13,33,44,46,3
27866,Lotto 6/42,23 09 2014,"6,000,000.00",0,7,8,42,20,26,36
27869,Megalotto 6/45,22 09 2014,"58,949,876.00",0,10,15,29,14,19,28
27877,Grand Lotto 6/55,22 09 2014,"259,421,768.00",0,33,29,25,38,6,11
27878,Superlotto 6/49,21 09 2014,"56,054,764.00",0,17,30,19,5,2,42
27890,Lotto 6/42,20 09 2014,"22,946,228.00",1,29,24,1,2,8,20
27893,Grand Lotto 6/55,20 09 2014,"244,663,008.00",0,26,50,42,37,30,33
27894,Megalotto 6/45,19 09 2014,"54,185,040.00",0,33,26,42,37,10,1
27902,Superlotto 6/49,18 09 2014,"50,560,428.00",0,25,28,9,17,35,18
27908,Lotto 6/42,18 09 2014,"19,748,568.00",0,41,35,2,19,37,4
27911,Megalotto 6/45,17 09 2014,"49,758,968.00",0,12,11,33,20,30,23
27919,Grand Lotto 6/55,17 09 2014,"228,872,872.00",0,17,2,50,48,14,45
27920,Superlotto 6/49,16 09 2014,"46,193,100.00",0,41,26,27,19,7,1
27926,Lotto 6/42,16 09 2014,"17,061,660.00",0,18,20,26,35,3,22
27929,Megalotto 6/45,15 09 2014,"45,242,300.00",0,19,30,42,34,24,13
27937,Grand Lotto 6/55,15 09 2014,"213,613,604.00",0,17,48,54,44,15,28
27938,Superlotto 6/49,14 09 2014,"41,946,980.00",0,12,47,36,16,31,44
27950,Lotto 6/42,13 09 2014,"14,278,904.00",0,29,41,7,22,16,28
27953,Grand Lotto 6/55,13 09 2014,"200,531,700.00",0,16,30,6,1,26,43
27954,Megalotto 6/45,12 09 2014,"41,053,664.00",0,27,6,21,20,8,5
27962,Superlotto 6/49,11 09 2014,"37,515,220.00",0,16,5,11,38,42,19
27968,Lotto 6/42,11 09 2014,"11,583,124.00",0,19,39,30,25,22,20
27971,Megalotto 6/45,10 09 2014,"35,410,352.00",0,25,9,1,43,2,12
27979,Grand Lotto 6/55,10 09 2014,"187,671,020.00",0,26,3,10,9,24,55
27980,Superlotto 6/49,9 09 2014,"33,510,176.00",0,34,4,8,47,18,17
27986,Lotto 6/42,9 09 2014,"9,243,876.00",0,36,20,1,24,13,12
27989,Megalotto 6/45,8 09 2014,"31,780,312.00",0,2,41,37,29,24,15
27997,Grand Lotto 6/55,8 09 2014,"176,607,000.00",0,46,35,45,20,50,13
27998,Superlotto 6/49,7 09 2014,"29,843,992.00",0,49,43,17,37,21,13
28010,Lotto 6/42,6 09 2014,"6,953,008.00",0,27,42,40,39,21,15
28013,Grand Lotto 6/55,6 09 2014,"166,197,532.00",0,33,9,25,40,22,5
28014,Megalotto 6/45,5 09 2014,"28,299,144.00",0,15,44,42,22,18,28
28022,Superlotto 6/49,4 09 2014,"25,066,904.00",0,42,17,33,44,16,46
28028,Lotto 6/42,4 09 2014,"6,000,000.00",0,1,29,4,41,28,24
28031,Megalotto 6/45,3 09 2014,"23,071,016.00",0,13,30,41,25,19,34
28039,Grand Lotto 6/55,3 09 2014,"154,854,988.00",0,37,31,1,53,45,7
28040,Superlotto 6/49,2 09 2014,"21,424,404.00",0,31,21,9,8,19,32
28046,Lotto 6/42,2 09 2014,"6,000,000.00",0,22,29,4,40,28,8
28049,Megalotto 6/45,1 09 2014,"19,863,368.00",0,19,35,20,41,44,30
28057,Grand Lotto 6/55,1 09 2014,"145,134,416.00",0,37,19,6,13,28,25
28058,Superlotto 6/49,31 08 2014,"17,786,232.00",0,13,10,47,9,36,46
28070,Lotto 6/42,30 08 2014,"6,930,360.00",2,10,12,28,5,17,9
28073,Grand Lotto 6/55,30 08 2014,"135,840,996.00",0,14,11,31,48,33,27
28074,Megalotto 6/45,29 08 2014,"16,707,268.00",0,20,38,18,41,10,45
28082,Superlotto 6/49,28 08 2014,"16,000,000.00",0,49,10,3,46,22,18
28088,Lotto 6/42,28 08 2014,"6,000,000.00",0,42,7,35,24,38,30
28091,Megalotto 6/45,27 08 2014,"12,256,560.00",0,19,43,28,29,35,34
28099,Grand Lotto 6/55,27 08 2014,"125,662,784.00",0,27,53,12,52,28,18
28100,Superlotto 6/49,26 08 2014,"16,000,000.00",0,23,5,4,37,19,34
28106,Lotto 6/42,26 08 2014,"6,000,000.00",0,34,28,7,24,1,42
28109,Megalotto 6/45,25 08 2014,"9,503,448.00",0,22,38,28,37,33,34
28117,Grand Lotto 6/55,25 08 2014,"117,137,320.00",0,37,8,32,11,9,38
28118,Superlotto 6/49,24 08 2014,"16,000,000.00",0,1,49,48,2,18,46
28130,Lotto 6/42,23 08 2014,"22,760,804.00",1,16,28,13,15,9,8
28133,Grand Lotto 6/55,23 08 2014,"110,076,172.00",0,44,21,7,39,34,14
28134,Megalotto 6/45,22 08 2014,"9,000,000.00",0,45,33,37,13,2,1
28142,Superlotto 6/49,21 08 2014,"16,000,000.00",0,38,2,18,9,1,21
28148,Lotto 6/42,21 08 2014,"19,795,020.00",0,38,32,27,34,35,12
28151,Megalotto 6/45,20 08 2014,"9,000,000.00",0,39,22,36,21,37,45
28159,Grand Lotto 6/55,20 08 2014,"102,159,736.00",0,26,48,20,47,22,49
28160,Superlotto 6/49,19 08 2014,"16,000,000.00",1,47,32,9,43,19,20
28166,Lotto 6/42,19 08 2014,"16,988,484.00",0,28,2,1,40,17,32
28169,Megalotto 6/45,18 08 2014,"9,939,144.00",1,4,42,28,43,26,12
28177,Grand Lotto 6/55,18 08 2014,"95,473,108.00",0,43,38,31,11,20,45
28178,Superlotto 6/49,17 08 2014,"16,000,000.00",1,34,49,21,42,39,37
28190,Lotto 6/42,16 08 2014,"14,057,868.00",0,40,22,8,26,19,38
28193,Grand Lotto 6/55,16 08 2014,"88,914,404.00",0,22,52,2,4,46,25
28194,Megalotto 6/45,15 08 2014,"9,000,000.00",0,34,20,35,42,4,44
28202,Superlotto 6/49,14 08 2014,"16,000,000.00",0,26,24,15,39,47,30
28208,Lotto 6/42,14 08 2014,"11,551,068.00",0,34,32,27,29,20,5
28211,Megalotto 6/45,13 08 2014,"9,000,000.00",0,4,45,38,34,19,28
28219,Grand Lotto 6/55,13 08 2014,"82,809,136.00",0,7,18,9,39,33,46
28220,Superlotto 6/49,12 08 2014,"39,252,548.00",1,29,48,26,42,9,2
28226,Lotto 6/42,12 08 2014,"9,163,900.00",0,33,31,5,11,40,20
28229,Megalotto 6/45,11 08 2014,"20,871,032.00",1,32,42,9,11,31,10
28237,Grand Lotto 6/55,11 08 2014,"77,495,624.00",0,48,37,35,26,25,17
28238,Superlotto 6/49,10 08 2014,"35,383,228.00",0,39,45,40,31,35,13
28250,Lotto 6/42,9 08 2014,"6,827,272.00",0,16,38,31,17,37,41
28253,Grand Lotto 6/55,9 08 2014,"72,299,940.00",0,13,29,51,33,11,31
28254,Megalotto 6/45,8 08 2014,"17,741,868.00",0,10,35,29,12,41,11
28262,Superlotto 6/49,7 08 2014,"30,512,724.00",0,49,45,22,46,17,20
28268,Lotto 6/42,7 08 2014,"6,000,000.00",0,21,22,3,26,31,38
28271,Megalotto 6/45,6 08 2014,"12,940,736.00",0,7,44,41,21,17,22
28279,Grand Lotto 6/55,6 08 2014,"66,691,104.00",0,7,3,27,44,51,38
28280,Superlotto 6/49,5 08 2014,"26,670,516.00",0,41,5,29,33,22,21
28286,Lotto 6/42,5 08 2014,"6,000,000.00",0,24,3,39,18,13,36
28289,Megalotto 6/45,4 08 2014,"10,030,656.00",0,1,16,2,17,44,18
28297,Grand Lotto 6/55,4 08 2014,"61,743,280.00",0,24,51,41,54,14,27
28298,Superlotto 6/49,3 08 2014,"23,103,064.00",0,26,24,7,5,46,29
28310,Lotto 6/42,2 08 2014,"11,642,792.00",1,9,19,31,36,5,21
28313,Grand Lotto 6/55,2 08 2014,"57,276,188.00",0,46,35,2,55,24,30
28314,Megalotto 6/45,1 08 2014,"9,000,000.00",0,37,40,36,28,45,29
28322,Superlotto 6/49,31 07 2014,"18,291,948.00",0,43,30,4,29,1,17
28328,Lotto 6/42,31 07 2014,"9,040,272.00",0,9,17,35,23,29,22
28331,Megalotto 6/45,30 07 2014,"9,000,000.00",0,23,36,29,44,35,43
28339,Grand Lotto 6/55,30 07 2014,"52,090,776.00",0,29,45,12,35,46,11
28340,Superlotto 6/49,29 07 2014,"16,000,000.00",0,45,26,35,23,8,1
28346,Lotto 6/42,29 07 2014,"6,718,960.00",0,36,40,4,28,10,33
28349,Megalotto 6/45,28 07 2014,"18,361,480.00",2,18,42,33,23,13,26
28357,Grand Lotto 6/55,28 07 2014,"47,701,644.00",0,12,44,27,46,2,26
28358,Superlotto 6/49,27 07 2014,"16,000,000.00",0,21,34,5,35,46,7
28370,Lotto 6/42,26 07 2014,"6,000,000.00",0,26,38,33,41,6,11
28373,Grand Lotto 6/55,26 07 2014,"43,599,948.00",0,16,18,6,34,40,20
28374,Megalotto 6/45,25 07 2014,"15,292,552.00",0,2,33,5,25,4,29
28382,Superlotto 6/49,24 07 2014,"16,000,000.00",0,5,8,10,41,2,29
28388,Lotto 6/42,24 07 2014,"6,000,000.00",0,37,16,5,24,3,15
28391,Megalotto 6/45,23 07 2014,"10,585,712.00",0,14,44,16,12,5,33
28399,Grand Lotto 6/55,23 07 2014,"39,228,264.00",0,37,22,4,39,10,38
28400,Superlotto 6/49,22 07 2014,"16,000,000.00",0,28,36,25,17,32,13
28406,Lotto 6/42,22 07 2014,"6,313,604.00",1,31,23,40,18,21,4
28409,Megalotto 6/45,21 07 2014,"9,000,000.00",0,15,7,20,27,38,8
28417,Grand Lotto 6/55,21 07 2014,"35,607,052.00",0,43,6,37,15,4,24
28418,Superlotto 6/49,20 07 2014,"81,103,996.00",1,9,28,12,25,5,14
28430,Lotto 6/42,19 07 2014,"6,000,000.00",0,26,35,29,3,15,42
28433,Grand Lotto 6/55,19 07 2014,"31,976,108.00",0,16,30,10,17,21,37
28434,Megalotto 6/45,18 07 2014,"9,000,000.00",0,25,36,2,33,24,29
28442,Superlotto 6/49,17 07 2014,"74,592,924.00",0,17,22,11,10,8,35
28448,Lotto 6/42,17 07 2014,"6,000,000.00",0,31,36,2,4,21,34
28451,Megalotto 6/45,16 07 2014,"9,000,000.00",0,1,44,43,26,11,14
28459,Grand Lotto 6/55,16 07 2014,"30,000,000.00",0,23,17,32,13,41,12
28460,Superlotto 6/49,15 07 2014,"70,496,048.00",0,35,28,31,41,18,39
28466,Lotto 6/42,15 07 2014,"17,790,228.00",1,19,1,17,31,12,7
28469,Megalotto 6/45,14 07 2014,"14,634,376.00",1,24,19,9,35,7,43
28477,Grand Lotto 6/55,14 07 2014,"30,000,000.00",0,22,10,16,20,23,8
28478,Superlotto 6/49,13 07 2014,"65,628,928.00",0,39,20,35,6,19,28
28490,Lotto 6/42,12 07 2014,"15,196,276.00",0,23,39,34,3,38,32
28493,Grand Lotto 6/55,12 07 2014,"30,000,000.00",0,30,11,52,9,5,2
28494,Megalotto 6/45,11 07 2014,"11,441,536.00",0,10,44,35,17,41,40
28502,Superlotto 6/49,10 07 2014,"59,406,116.00",0,35,12,11,13,20,48
28508,Lotto 6/42,10 07 2014,"12,259,052.00",0,26,33,20,31,18,23
28511,Megalotto 6/45,9 07 2014,"9,000,000.00",0,19,43,34,40,42,12
28519,Grand Lotto 6/55,9 07 2014,"30,000,000.00",0,25,55,32,31,6,52
28520,Superlotto 6/49,8 07 2014,"54,364,876.00",0,16,31,44,4,28,5
28526,Lotto 6/42,8 07 2014,"9,844,376.00",0,17,26,38,15,4,37
28529,Megalotto 6/45,7 07 2014,"9,000,000.00",0,31,21,6,7,1,23
28537,Grand Lotto 6/55,7 07 2014,"30,000,000.00",0,20,52,24,3,14,36
28538,Superlotto 6/49,6 07 2014,"49,550,476.00",0,46,19,28,32,24,37
28550,Lotto 6/42,5 07 2014,"7,334,364.00",0,39,21,11,27,8,37
28553,Grand Lotto 6/55,5 07 2014,"30,000,000.00",0,7,45,39,49,1,27
28554,Megalotto 6/45,4 07 2014,"92,361,380.00",1,35,37,5,39,12,11
28562,Superlotto 6/49,3 07 2014,"43,791,720.00",0,12,19,22,20,30,38
28568,Lotto 6/42,3 07 2014,"6,000,000.00",0,40,30,6,4,2,22
28571,Megalotto 6/45,2 07 2014,"83,967,724.00",0,42,17,31,20,6,34
28579,Grand Lotto 6/55,2 07 2014,"30,000,000.00",0,51,14,21,4,22,50
28580,Superlotto 6/49,1 07 2014,"39,672,764.00",0,7,9,29,18,21,26
28586,Lotto 6/42,1 07 2014,"6,000,000.00",0,39,22,30,6,32,37
28589,Megalotto 6/45,30 06 2014,"77,239,620.00",0,43,5,28,18,8,19
28597,Grand Lotto 6/55,30 06 2014,"30,000,000.00",0,39,20,19,3,45,7
28598,Superlotto 6/49,29 06 2014,"35,469,200.00",0,38,4,32,34,5,47
28610,Lotto 6/42,28 06 2014,"17,962,256.00",1,27,1,29,4,6,18
28613,Grand Lotto 6/55,28 06 2014,"215,867,812.00",1,4,52,55,38,46,8
28614,Megalotto 6/45,27 06 2014,"70,696,112.00",0,30,19,17,9,36,8
28622,Superlotto 6/49,26 06 2014,"30,382,200.00",0,46,44,20,28,21,18
28628,Lotto 6/42,26 06 2014,"14,851,748.00",0,30,16,18,31,13,27
28631,Megalotto 6/45,25 06 2014,"63,400,280.00",0,23,38,5,4,28,45
28639,Grand Lotto 6/55,25 06 2014,"201,462,604.00",0,26,4,25,33,38,18
28640,Superlotto 6/49,24 06 2014,"26,680,556.00",0,2,30,3,6,9,20
28646,Lotto 6/42,24 06 2014,"12,369,516.00",0,26,4,23,5,36,29
28649,Megalotto 6/45,23 06 2014,"58,447,904.00",0,19,41,12,16,45,3
28657,Grand Lotto 6/55,23 06 2014,"189,140,508.00",0,35,48,2,11,29,46
28658,Superlotto 6/49,22 06 2014,"23,066,256.00",0,21,31,36,39,3,6
28670,Lotto 6/42,21 06 2014,"9,792,164.00",0,21,38,14,12,17,26
28673,Grand Lotto 6/55,21 06 2014,"178,876,580.00",0,37,41,29,34,52,16
28674,Megalotto 6/45,20 06 2014,"53,852,592.00",0,23,37,31,1,17,19
28682,Superlotto 6/49,19 06 2014,"18,390,684.00",0,40,35,28,9,12,18
28688,Lotto 6/42,19 06 2014,"7,191,212.00",0,33,30,32,35,5,6
28691,Megalotto 6/45,18 06 2014,"47,518,760.00",0,17,12,24,8,45,18
28699,Grand Lotto 6/55,18 06 2014,"167,654,824.00",0,2,54,6,32,24,25
28700,Superlotto 6/49,17 06 2014,"16,000,000.00",0,34,37,21,23,10,22
28706,Lotto 6/42,17 06 2014,"6,000,000.00",0,33,38,24,14,27,18
28709,Megalotto 6/45,16 06 2014,"43,318,908.00",0,29,19,41,9,20,34
28717,Grand Lotto 6/55,16 06 2014,"157,907,252.00",0,54,19,2,21,14,44
28718,Superlotto 6/49,15 06 2014,"16,000,000.00",0,4,27,38,36,35,10
28730,Lotto 6/42,14 06 2014,"6,000,000.00",0,5,15,11,8,37,1
28733,Grand Lotto 6/55,14 06 2014,"148,772,080.00",0,12,17,37,48,43,34
28734,Megalotto 6/45,13 06 2014,"39,330,080.00",0,4,21,39,45,1,13
28742,Superlotto 6/49,12 06 2014,"16,000,000.00",0,18,46,6,7,24,41
28748,Lotto 6/42,12 06 2014,"7,149,192.00",1,4,33,17,27,41,23
28751,Megalotto 6/45,11 06 2014,"33,529,948.00",0,38,20,18,4,35,33
28759,Grand Lotto 6/55,11 06 2014,"138,443,164.00",0,16,12,9,54,27,30
28760,Superlotto 6/49,10 06 2014,"16,000,000.00",0,3,45,24,29,7,41
28766,Lotto 6/42,10 06 2014,"6,000,000.00",0,39,41,28,10,15,25
28769,Megalotto 6/45,9 06 2014,"29,976,484.00",0,35,31,30,22,19,40
28777,Grand Lotto 6/55,9 06 2014,"130,092,424.00",0,28,49,33,4,11,14
28778,Superlotto 6/49,8 06 2014,"27,684,200.00",1,30,24,38,14,43,47
28790,Lotto 6/42,7 06 2014,"6,000,000.00",0,31,17,30,38,33,26
28793,Grand Lotto 6/55,7 06 2014,"121,797,324.00",0,33,3,8,20,36,17
28794,Megalotto 6/45,6 06 2014,"26,427,940.00",0,31,25,39,19,38,28
28802,Superlotto 6/49,5 06 2014,"22,883,400.00",0,13,8,12,35,48,38
28808,Lotto 6/42,5 06 2014,"7,424,764.00",1,35,14,22,23,8,4
28811,Megalotto 6/45,4 06 2014,"21,114,456.00",0,2,8,4,19,29,36
28819,Grand Lotto 6/55,4 06 2014,"112,847,496.00",0,11,28,8,33,24,14
28820,Superlotto 6/49,3 06 2014,"19,045,476.00",0,16,10,45,17,48,41
28826,Lotto 6/42,3 06 2014,"6,000,000.00",0,23,28,9,4,5,17
28829,Megalotto 6/45,2 06 2014,"17,976,772.00",0,16,25,17,2,21,37
28837,Grand Lotto 6/55,2 06 2014,"105,863,504.00",0,11,54,18,44,9,36
28838,Superlotto 6/49,1 06 2014,"16,000,000.00",0,23,33,34,42,41,35
28850,Lotto 6/42,31 05 2014,"6,000,000.00",0,14,18,2,39,30,27
28853,Grand Lotto 6/55,31 05 2014,"99,471,992.00",0,7,46,22,40,12,38
28854,Megalotto 6/45,30 05 2014,"14,914,380.00",0,44,39,23,15,37,27
28862,Superlotto 6/49,29 05 2014,"16,000,000.00",0,39,42,25,43,12,24
28868,Lotto 6/42,29 05 2014,"17,791,496.00",1,10,5,12,30,4,31
28871,Megalotto 6/45,28 05 2014,"10,229,304.00",0,3,32,4,29,31,37
28879,Grand Lotto 6/55,28 05 2014,"92,698,640.00",0,7,34,5,48,51,6
28880,Superlotto 6/49,27 05 2014,"16,000,000.00",0,24,37,3,39,32,26
28886,Lotto 6/42,27 05 2014,"14,844,328.00",0,13,42,21,38,40,17
28889,Megalotto 6/45,26 05 2014,"9,000,000.00",0,21,20,28,10,25,14
28897,Grand Lotto 6/55,26 05 2014,"87,079,576.00",0,39,49,14,20,29,23
28898,Superlotto 6/49,25 05 2014,"16,000,000.00",0,40,16,27,39,29,42
28910,Lotto 6/42,24 05 2014,"11,899,416.00",0,38,41,11,31,18,5
28913,Grand Lotto 6/55,24 05 2014,"81,835,376.00",0,39,54,48,34,17,4
28914,Megalotto 6/45,23 05 2014,"9,000,000.00",0,7,42,14,21,31,27
28922,Superlotto 6/49,22 05 2014,"98,612,308.00",1,31,35,4,6,30,3
28928,Lotto 6/42,22 05 2014,"9,234,376.00",0,16,14,20,17,12,6
28931,Megalotto 6/45,21 05 2014,"37,972,220.00",1,24,44,4,16,34,40
28939,Grand Lotto 6/55,21 05 2014,"76,271,880.00",0,54,23,9,52,32,17
28940,Superlotto 6/49,20 05 2014,"92,557,940.00",0,21,11,31,45,36,7
28946,Lotto 6/42,20 05 2014,"6,983,492.00",0,19,34,26,14,20,18
28949,Megalotto 6/45,19 05 2014,"34,431,748.00",0,18,43,20,17,38,34
28957,Grand Lotto 6/55,19 05 2014,"71,752,652.00",0,46,45,32,23,37,47
28958,Superlotto 6/49,18 05 2014,"86,821,764.00",0,32,31,23,48,47,27
28970,Lotto 6/42,17 05 2014,"6,000,000.00",0,2,34,28,21,14,27
28973,Grand Lotto 6/55,17 05 2014,"67,277,520.00",0,16,42,29,24,27,12
28974,Megalotto 6/45,16 05 2014,"30,907,796.00",0,9,23,5,19,37,10
28982,Superlotto 6/49,15 05 2014,"80,272,040.00",0,39,42,14,8,40,1
28988,Lotto 6/42,15 05 2014,"6,000,000.00",0,39,7,20,27,42,10
28991,Megalotto 6/45,14 05 2014,"25,630,128.00",0,4,9,35,29,28,44
28999,Grand Lotto 6/55,14 05 2014,"62,268,852.00",0,50,45,14,36,52,48
29000,Superlotto 6/49,13 05 2014,"74,797,680.00",0,23,3,36,20,30,8
29006,Lotto 6/42,13 05 2014,"9,785,488.00",1,40,19,5,29,15,16
29009,Megalotto 6/45,12 05 2014,"22,302,416.00",0,18,31,37,16,26,36
29017,Grand Lotto 6/55,12 05 2014,"57,983,704.00",0,53,27,14,8,2,54
29018,Superlotto 6/49,11 05 2014,"69,690,524.00",0,41,34,14,49,33,16
29030,Lotto 6/42,10 05 2014,"7,311,608.00",0,34,29,19,24,22,13
29033,Grand Lotto 6/55,10 05 2014,"53,671,700.00",0,44,40,45,25,21,55
29034,Megalotto 6/45,9 05 2014,"18,996,040.00",0,26,42,19,28,11,40
29042,Superlotto 6/49,8 05 2014,"63,650,132.00",0,11,33,25,48,46,36
29048,Lotto 6/42,8 05 2014,"6,000,000.00",0,26,8,37,1,23,21
29051,Megalotto 6/45,7 05 2014,"14,062,424.00",0,28,33,12,18,37,39
29059,Grand Lotto 6/55,7 05 2014,"48,813,784.00",0,53,21,30,15,14,31
29060,Superlotto 6/49,6 05 2014,"58,669,836.00",0,13,28,49,1,6,10
29066,Lotto 6/42,6 05 2014,"6,000,000.00",0,33,41,20,12,3,10
29069,Megalotto 6/45,5 05 2014,"10,994,000.00",0,17,8,34,36,14,41
29077,Grand Lotto 6/55,5 05 2014,"44,574,496.00",0,16,34,26,42,6,52
29078,Superlotto 6/49,4 05 2014,"53,804,792.00",0,36,15,44,14,26,35
29090,Lotto 6/42,3 05 2014,"15,972,016.00",1,19,12,27,14,22,18
29093,Grand Lotto 6/55,3 05 2014,"40,312,652.00",0,42,2,9,38,45,34
29094,Megalotto 6/45,2 05 2014,"9,000,000.00",0,9,38,44,11,41,28
29102,Superlotto 6/49,1 05 2014,"48,085,964.00",0,9,40,23,38,49,15
29108,Lotto 6/42,1 05 2014,"12,983,452.00",0,34,40,29,41,37,28
29111,Megalotto 6/45,30 04 2014,"9,000,000.00",0,6,24,15,16,26,22
29119,Grand Lotto 6/55,30 04 2014,"35,940,004.00",0,13,51,50,9,15,40
29120,Superlotto 6/49,29 04 2014,"43,821,608.00",0,22,6,39,41,14,45
29126,Lotto 6/42,29 04 2014,"10,547,316.00",0,20,6,11,39,5,42
29129,Megalotto 6/45,28 04 2014,"18,802,100.00",1,39,21,32,43,19,17
29137,Grand Lotto 6/55,28 04 2014,"31,955,676.00",0,20,21,30,48,16,44
29138,Superlotto 6/49,27 04 2014,"39,565,324.00",0,19,11,48,30,2,18
29150,Lotto 6/42,26 04 2014,"7,943,352.00",0,18,20,27,26,32,13
29153,Grand Lotto 6/55,26 04 2014,"30,000,000.00",0,36,50,52,45,14,44
29154,Megalotto 6/45,25 04 2014,"15,413,548.00",0,22,18,7,31,1,15
29162,Superlotto 6/49,24 04 2014,"34,398,852.00",0,15,21,23,38,37,16
29168,Lotto 6/42,24 04 2014,"6,000,000.00",0,37,17,31,1,34,42
29171,Megalotto 6/45,23 04 2014,"10,430,800.00",0,27,5,13,34,40,15
29179,Grand Lotto 6/55,23 04 2014,"30,000,000.00",0,40,39,35,36,29,55
29180,Superlotto 6/49,22 04 2014,"30,218,048.00",0,22,45,40,48,33,49
29186,Lotto 6/42,22 04 2014,"6,000,000.00",0,11,33,5,22,30,41
29189,Megalotto 6/45,21 04 2014,"9,000,000.00",0,31,36,38,41,45,37
29197,Grand Lotto 6/55,21 04 2014,"30,000,000.00",0,36,46,52,47,45,43
29198,Megalotto 6/45,16 04 2014,"9,000,000.00",0,22,5,40,36,6,33
29206,Grand Lotto 6/55,16 04 2014,"30,000,000.00",0,28,41,12,29,11,1
29207,Superlotto 6/49,15 04 2014,"26,045,284.00",0,45,34,7,6,14,30
29213,Lotto 6/42,15 04 2014,"18,387,204.00",1,15,30,3,31,18,1
29216,Megalotto 6/45,14 04 2014,"80,773,540.00",1,30,16,6,10,18,12
29224,Grand Lotto 6/55,14 04 2014,"30,000,000.00",0,2,24,6,17,11,14
29225,Superlotto 6/49,13 04 2014,"22,229,748.00",0,33,38,22,47,8,28
29237,Lotto 6/42,12 04 2014,"15,031,412.00",0,33,13,40,28,39,41
29240,Grand Lotto 6/55,12 04 2014,"30,000,000.00",0,16,13,30,41,44,46
29241,Megalotto 6/45,11 04 2014,"73,992,612.00",0,28,42,6,43,44,15
29249,Superlotto 6/49,10 04 2014,"17,526,596.00",0,35,15,24,45,22,4
29255,Lotto 6/42,10 04 2014,"11,712,876.00",0,42,19,27,2,7,41
29258,Megalotto 6/45,9 04 2014,"65,905,004.00",0,7,12,20,2,39,36
29266,Grand Lotto 6/55,9 04 2014,"30,000,000.00",0,52,15,25,55,23,31
29267,Superlotto 6/49,8 04 2014,"16,000,000.00",0,39,40,43,35,41,48
29273,Lotto 6/42,8 04 2014,"8,846,892.00",0,5,30,37,2,28,14
29276,Megalotto 6/45,7 04 2014,"59,743,988.00",0,31,26,3,14,45,19
29284,Grand Lotto 6/55,7 04 2014,"249,841,572.00",1,39,21,42,28,5,27
29285,Superlotto 6/49,6 04 2014,"16,000,000.00",0,1,19,35,49,27,32
29297,Lotto 6/42,5 04 2014,"6,000,000.00",0,21,31,2,14,25,9
29300,Grand Lotto 6/55,5 04 2014,"232,900,056.00",0,52,34,29,14,38,5
29301,Megalotto 6/45,4 04 2014,"54,328,372.00",0,23,5,36,3,27,8
